rbd,program_code,program_track,program_specialty_sector,program_specialty_name,program_gender,program_school_day
17918,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
17920,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
17920,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
18004,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18017,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18028,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18034,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18035,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18037,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18049,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18050,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18066,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18075,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18080,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18087,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18090,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18097,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18099,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18112,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18114,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18124,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18126,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18128,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18149,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18172,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18181,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
18199,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
18216,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
18218,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18220,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18237,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
18249,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
18251,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19906,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19913,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19921,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19925,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19952,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19953,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19954,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19959,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
19959,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
19968,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19972,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19974,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
19981,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
19983,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20008,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20016,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20037,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20041,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20048,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
20052,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20053,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20068,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
20074,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20085,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20090,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20095,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20103,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20120,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20127,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20129,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20137,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20139,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20153,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20158,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
20158,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
20159,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20164,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20167,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20173,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20175,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20181,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20184,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20193,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20194,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20205,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
20209,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20212,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20213,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20219,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20230,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
20248,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20258,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20260,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20266,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20274,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
20290,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20298,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
20316,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
20324,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20330,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20348,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20352,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20364,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20376,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20410,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20410,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
20424,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20436,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20440,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20461,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20466,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
20475,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20478,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
20507,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22012,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22014,131000000333,General,General academic,Ciclo General / Sin información,Mixed,Full day
22021,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22022,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22024,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22027,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22050,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22065,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22083,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
22084,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22086,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22113,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22114,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22114,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
22140,151051005133,Specialized,Construction,Instalaciones Sanitarias,Mixed,Full day
22140,151051009133,Specialized,Construction,Construcción (con mención),Mixed,Full day
22140,151052009133,Specialized,Metalworking and mechanics,Construcciones Metálicas,Mixed,Full day
22140,151052010133,Specialized,Metalworking and mechanics,Mecánica Automotriz,Mixed,Full day
22140,151053014133,Specialized,Electricity,Electricidad,Mixed,Full day
22155,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22160,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22191,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22192,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22196,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22200,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
22200,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
22210,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22211,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22218,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22224,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22234,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22236,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22262,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22271,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22306,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22309,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22317,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22322,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22330,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22339,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
22351,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22356,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22358,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22372,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22374,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22380,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22397,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
22398,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22410,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22415,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22434,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22436,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22458,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22459,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22461,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22462,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22464,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22478,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22483,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22494,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22496,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22499,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22504,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22505,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22516,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22535,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22536,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22540,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22542,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22543,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22544,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22553,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22560,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22564,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22597,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22602,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22609,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22626,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22629,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22634,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22641,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22655,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22658,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22664,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22672,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22674,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22691,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22692,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22702,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22707,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22743,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
22752,161061001133,Specialized,Food services,Elaboración Industrial de Alimentos,Mixed,Full day
22752,161061003133,Specialized,Food services,Gastronomía (con mención),Mixed,Full day
22752,171072007133,Specialized,Agriculture,Agropecuaria (con mención),Mixed,Full day
22755,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22758,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
22759,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24201,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24203,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24204,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24206,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24207,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24209,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24212,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24213,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24224,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24230,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24231,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24233,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24240,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24300,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24305,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24307,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24316,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24317,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24327,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24329,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
24338,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24403,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24405,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24407,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24410,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24423,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24426,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24427,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24438,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24443,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24444,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24446,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24446,171072007133,Specialized,Agriculture,Agropecuaria (con mención),Mixed,Full day
24473,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24482,151052010133,Specialized,Metalworking and mechanics,Mecánica Automotriz,Mixed,Full day
24482,151053015133,Specialized,Electricity,Electrónica,Mixed,Full day
24482,151058035133,Specialized,Technology and communications,Telecomunicaciones,Mixed,Full day
24486,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
24486,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
24496,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24498,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24623,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24626,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24638,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24648,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24652,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24675,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24685,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24686,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24689,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
24689,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
24713,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24714,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24717,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24721,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24730,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24733,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24756,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24759,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24766,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24769,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24790,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24800,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24812,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
24828,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24843,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24856,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24864,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24878,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24885,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24889,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
24892,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24892,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
24894,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
24898,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
24903,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24913,131000000111,General,General academic,Ciclo General / Sin información,Girls,Morning
24935,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24946,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24956,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
24963,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24966,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24978,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
24995,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25012,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25026,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25027,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25028,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25032,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25038,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25050,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25059,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25059,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
25061,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25070,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25071,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25082,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25084,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25085,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25091,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25094,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25095,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25101,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25114,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25121,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25132,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25136,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25138,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25153,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25160,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25166,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25171,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25182,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25185,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25196,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25197,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25198,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25215,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25218,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25220,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25223,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25238,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25250,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
25256,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25258,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25265,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25282,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25300,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25303,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25304,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25316,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25328,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25330,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25342,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25347,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25349,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25352,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25359,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25367,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25368,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25369,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25371,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25382,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25386,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25387,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25389,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25393,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25395,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25396,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25402,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
25418,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25434,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25439,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25442,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25447,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25448,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25448,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25450,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25454,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25458,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25458,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
25462,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25464,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25471,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25475,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25480,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25480,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
25481,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25482,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25496,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25501,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25508,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25509,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25520,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25523,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25525,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25526,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25540,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25541,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25542,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25543,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25550,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25556,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25557,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25558,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25562,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25571,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25577,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25580,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25589,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25591,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25592,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25599,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
